row,col,mean_delta_suitability,mean_ALT_m,mean_soil_moisture_mm
5,30,0.0,1.9099999636411666,130.24098336767267
5,31,0.0,1.9359999656677247,89.89237559191977
5,32,0.0,1.1519999980926514,89.20368980214019
5,33,0.0,3.180000066757202,337.1955057116747
5,34,0.0,1.3470000132918358,75.39973483056173
5,35,0.0,2.271999937295914,254.6940324120691
5,36,0.0,1.3600000143051147,46.85233549054931
5,37,0.0,1.3600000143051147,64.70154658738946
5,38,0.0,1.3600000143051147,45.310064506829846
5,39,0.0,1.3600000143051147,39.675849759999075
5,40,0.0,1.3600000143051147,87.75426671099918
5,41,0.0,1.0609999909996986,67.59086985935363
5,42,0.0,2.319999933242798,247.8726664912699
5,43,0.0,3.180000066757202,221.36420416437159
5,44,0.0,1.3600000143051147,130.90061542588083
5,45,0.0,0.8529999747872352,86.25771057402804
5,46,0.0,0.8789999768137932,79.78839199535773
5,47,0.0,1.3600000143051147,58.43988989888943
5,48,0.0,1.3600000143051147,59.7325495936981
5,49,0.0,0.758999977260828,54.282946606736246
5,50,0.0,1.5759999960660935,162.40491912154596
5,51,0.0,1.8639999717473983,109.85527637153886
5,52,0.0,2.319999933242798,259.312994815893
5,53,0.0,2.271999937295914,224.92473417028128
5,54,0.0,3.180000066757202,442.7307009170724
6,8,0.0,3.180000066757202,112.12223304284328
6,9,0.0,3.180000066757202,160.31597947218307
6,10,0.0,3.180000066757202,147.60632959675527
6,11,0.0,3.180000066757202,144.63077735054327
6,12,0.0,3.180000066757202,140.23095871776894
6,13,0.0,2.319999933242798,82.01835338511961
6,14,0.0,2.319999933242798,70.39333938208188
6,15,0.0,1.8879999697208405,83.05744683631409
6,16,0.0,2.0079999595880507,119.8494093925561
6,17,0.0,1.2170000031590462,67.00514488184935
6,18,0.0,1.062500001490116,40.55447885361163
6,19,0.0,2.103999951481819,144.020789821061
6,20,0.007499999999999995,3.180000066757202,226.21107132475905
6,21,-0.0025000000000000135,3.180000066757202,253.76545708201306
6,22,-0.0050000000000000044,3.180000066757202,165.0988401396174
6,23,0.0,3.0510000467300413,182.33965559407133
6,24,0.0,1.3600000143051147,58.110374141541584
6,25,0.0,1.5759999960660935,74.1656165739067
6,26,0.0,1.3600000143051147,58.83286897009759
6,27,0.0,1.3600000143051147,102.46793132683752
6,28,0.0,1.3080000102519989,101.6650051502975
6,29,0.0,1.3600000143051147,71.41884708698106
6,30,0.0,1.3600000143051147,69.14501359296474
6,31,0.0,1.3210000112652778,103.43970284137924
6,32,0.0,1.3600000143051147,45.6928266587601
6,33,0.0,3.180000066757202,280.4659079977524
6,34,0.0,2.1999999433755875,151.79979459400758
6,35,0.0,1.3600000143051147,67.64114245942645
6,36,0.0,1.1129999950528144,34.88488949821672
6,37,0.0,1.256000006198883,72.21213810574662
6,38,0.0,1.3600000143051147,158.76392498005364
6,39,0.0,1.3600000143051147,46.64848980662895
6,40,0.0,1.3600000143051147,50.13896433941418
6,41,0.0,2.319999933242798,70.66749208946814
6,42,0.0,1.3600000143051147,44.04600247188329
6,43,0.0,3.180000066757202,160.22778015501015
6,44,0.0,2.319999933242798,46.35772142206825
6,45,0.0,2.319999933242798,184.01682733812453
6,46,0.0,1.3600000143051147,119.1974260996366
6,47,0.0,0.8399999737739563,34.410355689704026
6,48,0.0,0.8039999753236771,66.86825872629299
6,49,0.0,0.8659999758005142,95.53336498924753
6,50,0.0,0.943999981880188,94.70701301250296
6,51,0.0,0.8399999737739563,30.31399036075289
6,52,0.0,1.3600000143051147,44.5026447846241
6,53,0.0,0.8399999737739563,22.26967932781684
6,54,0.0,1.3470000132918358,45.25383629559285
6,55,0.0,3.180000066757202,275.39266957771275
6,56,0.0,3.180000066757202,503.9569561657475
7,9,0.0,3.180000066757202,186.36990198632571
7,10,0.0,3.180000066757202,172.80072451673544
7,11,0.0,3.180000066757202,169.50748855929663
7,12,-0.002499999999999991,3.180000066757202,164.85705251088183
7,13,-0.002499999999999991,3.180000066757202,166.15042808618784
7,14,-0.002499999999999991,3.180000066757202,163.6652720695097
7,15,0.0,3.180000066757202,169.43428511844058
7,16,0.002499999999999991,3.1155000567436217,160.0602212236277
7,17,0.0,2.319999933242798,90.96794383471882
7,18,0.0,1.243000005185604,84.80553545896352
7,19,0.0,1.3600000143051147,105.73245815754471
7,20,0.0,2.2479999393224714,145.8520536196374
7,21,-0.0025000000000000135,3.180000066757202,230.42247867089196
